Title,Year,Genres,Plot
The Cure,1997,"Crime, Horror, Mystery","A wave of gruesome murders is sweeping Tokyo. The only connection is a bloody X carved into the neck of each of the victims. In each case, the murderer is found near the victim and remembers nothing of the crime. Detective Takabe and psychologist Sakuma are called in to figure out the connection, but their investigation goes nowhere. An odd young man is arrested near the scene of the latest murder, who has a strange effect on everyone who comes into contact with him. Detective Takabe starts a series of interrogations to determine the man's connection with the killings."
The Shipping News,2001,Drama,"An inksetter in New York, Quoyle returns to his family's longtime home, a small fishing town in Newfoundland, with his young daughter, after a traumatizing experience with her mother, Petal, who sold her to an illegal adoption agency. Though Quoyle has had little success thus far in life, his shipping news column in the newspaper ""The Gammy Bird"" finds an audience, and his experiences in the town change his life. Then he meets the widow Wavey..."
The Million Dollar Hotel,2000,"Drama, Mystery, Thriller","The Million Dollar Hotel follows the supposed murder of Izzy Goldkiss. FBI Agent Skinner is sent into investigate the crime, and to weed out the killer. When he reaches the 'hotel', he comes across many of the forgotten types of people living in the city. You have Geronimo, who is a self proclaimed Native American artist. Dixie, played with great gusto by Peter Stormare, as the 'fifth' Beetle that is still waiting for his royalty payments, as well as recognition. Eloise, who is the neighborhood 'whore'. And then there is Tom-Tom, played by Jeremy Davies. He's the center of the story, being that he's the 'village idiot' of the bunch, and has the trust of everyone in the Hotel. Agent Skinner has a few days to find out who the killer is, while the residents of the hotel devise a scheme to sell off Izzy's fabled 'Tar Paintings'."
The Lord of the Rings: The Fellowship of the Ring,2001,"Adventure, Drama, Fantasy","An ancient Ring thought lost for centuries has been found, and through a strange twist in fate has been given to a small Hobbit named Frodo. When Gandalf discovers the Ring is in fact the One Ring of the Dark Lord Sauron, Frodo must make an epic quest to the Cracks of Doom in order to destroy it! However he does not go alone. He is joined by Gandalf, Legolas the elf, Gimli the Dwarf, Aragorn, Boromir and his three Hobbit friends Merry, Pippin and Samwise. Through mountains, snow, darkness, forests, rivers and plains, facing evil and danger at every corner the Fellowship of the Ring must go. Their quest to destroy the One Ring is the only hope for the end of the Dark Lords reign!"
From Hell,2001,"Horror, Mystery, Thriller","It is 1888 in London, and the unfortunate poor lead horrifying lives in the city's deadliest slum, Whitechapel. Harassed by gangs and forced to walk the streets for a living, Mary Kelly and her small group of companions trudge on through this daily misery, their only consolation being that things can't get any worse. Yet things somehow do when their friend Ann is kidnapped and they are drawn into a conspiracy with links higher up than they could possibly imagine. The kidnapping is soon followed by the gruesome murder of another woman, Polly, and it becomes apparent that they are being hunted down, one by one. Sinister even by Whitechapel standards, the murder grabs the attention of Inspector Fred Abberline, a brilliant yet troubled man whose police work is often aided by his psychic abilities. Abberline becomes deeply involved with the case, which takes on personal meaning to him when he and Mary begin to fall in love. But as he gets closer to the truth Whitechapel becomes more and more dangerous for Abberline, Mary, and the other girls. Whoever is responsible for the grisly acts is not going to give up his secret without a fight....will they be able to survive the avenging force that has been sent after them from hell?"
Chicken Run,2000,"Animation, Adventure, Comedy","Having been hopelessly repressed and facing eventual certain death at the chicken farm where they are held, Rocky the rooster and Ginger the chicken decide to rebel against the evil Mr. and Ms. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom."
State and Main,2000,"Comedy, Drama","Having left New Hampshire over excessive demands by the locals, the cast and crew of ""The Old Mill"" moves their movie shoot to a small town in Vermont. However, they soon discover that The Old Mill burned down in 1960, the star can't keep his pants zipped, the starlet won't take her top off, and the locals aren't quite as easily conned as they appear."
Orphans,1998,"Comedy, Drama","I quattro figli della signora Flynn si riuniscono a Glasgow, nella casa materna, in occasione dei funerali della madre, morta di recente. L'indomani mattina ci sarà la cerimonia funebre e, mentre un violento temporale si abbatte sulla città, i congiunti si preparano a trascorrere una notte molto difficile. I rapporti fra di loro si fanno più violenti man mano che le ore passano : bisogna accettare il lutto e cercare di ritrovare rapporti familiari ed affettivi ormai scomparsi da tempo."
In the Mood for Love,2000,"Drama, Romance","Set in Hong Kong, 1962, Chow Mo-Wan is a newspaper editor who moves into a new building with his wife. At the same time, Su Li-zhen, a beautiful secretary and her executive husband also move in to the crowded building. With their spouses often away, Chow and Li-zhen spend most of their time together as friends. They have everything in common from noodle shops to martial arts. Soon, they are shocked to discover that their spouses are having an affair. Hurt and angry, they find comfort in their growing friendship even as they resolve not to be like their unfaithful mates."
Glitter,2001,"Drama, Music, Romance","Billie Frank is a shy, young multiracial girl who is sent away by her alcoholic mother at a very early age. At an orphanage, she befriends Louise and Roxanne. Flash forward to 1983. Billie and her friends are spotted by a record producer, Timothy Walker, who wants them to sing backup for his latest pop-music discovery. But when super DJ Julian Dice hears Billie's incredible voice, he makes a shady deal with Timothy to get her out of that dead-end situation. Soon, Billie and Dice are making hits inside the studio, and falling in love outside of it. Eventually, the pressure of her newfound celebrity puts too heavy a strain on Billie, forcing her to decide what it is she really wants from Dice, and what she wants for herself."
4 Little Girls,1997,"Documentary, History","This film recounts the people and events leading up to the one of the most despicable hate-crimes during the height of the civil-rights movement, the bombing of the 16th Street Church in Birmingham, Alabama. In that attack, four little African-American girls lost their lives and a nation was simultaneously revolted, angered and galvanized to push the fight for equality and justice on."
Wish Upon a Star,1996,"Comedy, Family, Fantasy","Handsome, considerate high-school jock Kyle Harding is the only taste the Wheaton sisters share. Tall, fashionable, popular airhead big sister is dating him, but fails to truly appreciate the young gentleman, let alone contemplate a serious relationship. Nerdy kid sister Haley hates the waste and expresses her envy by thoughtlessly wishing at a 'shooting star' (comet) to be Alexia. To their stupor, that happens the next morning. Forced to live each-other's lives, but unable to do it well by the other's standards, the sisters soon hate each-other even more and deliberately screw up. Gradually, they realize they would only both lose out, learn to appreciate the other's values and reconsider their own. Remain the matters of obviously utterly confused Kyle, and new neighbor boy Simon, whose no longer secret crush on Haley was confounded by Alexia."
Gray's Anatomy,1996,"Comedy, Drama","Spalding Gray has an eye condition that can be surgically corrected. He decides to seek alternate treatment and embarks on a journey that will take him to Christian Science, Native American sweat lodges and psychic surgeons, among others."
Silent Fall,1994,"Drama, Mystery, Thriller","An autistic boy witnesses his parents' double murder. Richard Dreyfuss as a controversial therapist, seeks to probe the child's mind in order to solve the case."
Phantasm III: Lord of the Dead,1994,"Action, Fantasy, Horror","The Tall Man, that imposing menace from Morningside Mortuary, is back and once again haunting the thoughts of the now-adult Mike and his friend, ex-Ice Cream vendor Reggie. The two continue their hunt for the mysterious figure and in his path of destruction encounter a variety of dangerous situations, friends and enemies. They also must contend with the resurrected dead plus a growing number of the infamous and deadly silver spheres which aid the Tall Man as he sets his sights on indoctrinating Mike and finishing the fight begun so many years ago."
Intersection,1994,"Drama, Romance","Vincent Eastman has to choose between his wife of 16 years, Sally, and his new love, Olivia. Frequent flashbacks explain the background to the marriage and the affair."
Imaginary Crimes,1994,"Biography, Drama","Coming-of-age story set in the 1950's stars Harvey Keitel as a small-time hustler/dreamer, recently widowed, who tries his best to care for his two daughters, 17-year-old Sonya, and 12-year-old Greta, while Sonya's rapid disulisionment with her father puts her at odds with him more times than nessessary."
